Name,Phone Number,Email,Water Bill,Electricity Bill,Rent,Grocery Bill,Maintenance,Food Expenditure,Entertainment Expenditure,EMIs,Other Payments,Loan Repayment,Loans Taken,Water Bill Delay (Days),Electricity Bill Delay (Days),Rent Delay (Days),Grocery Bill Delay (Days),Maintenance Delay (Days),Food Expenditure Delay (Days),Entertainment Expenditure Delay (Days),EMIs Delay (Days),Other Payments Delay (Days),Loan Repayment Delay (Days),Credit Score,Season,Mobile Recharges,Online Purchases,Transaction Count,Average Transaction Amount,Active Contacts,Social App Activity
Thomas Thomas,+916149759269,thomasthomas54@example.com,1268.74,1748.26,24434.32,2477.86,1749.39,2202.77,11197.03,20309.68,2262.41,845.05,18554.42,0,0,0,0,0,0,3,0,2,0,711,Spring,3,12,109,698.24,325,16
Raj Reddy,+918096122334,rajreddy517@gmail.com,255.3,5835.74,53449.86,4840.78,1890.34,1758.19,8978.76,3835.04,4201.96,0.0,0.0,0,0,0,0,0,0,0,0,0,0,789,Monsoon,7,10,84,731.5,231,23
Rohit Sharma,+916710965729,rohitsharma939@gmail.com,633.82,3501.98,29534.98,8290.55,4958.42,1286.39,3100.52,6588.1,1784.2,0.0,0.0,0,0,0,0,0,0,0,0,1,0,783,Spring,3,9,117,540.49,229,6
Divya Tiwari,+919023514380,divyatiwari139@gmail.com,102.98,751.92,29122.22,2985.49,3235.52,3492.68,16134.26,18929.75,1537.11,0.0,0.0,0,0,0,0,0,0,1,0,0,0,632,Summer,4,11,84,528.33,224,82
Sonia Davis,+918634917017,soniadavis731@gmail.com,328.75,2204.71,66711.65,19322.95,3140.31,1644.23,7027.07,997.52,10139.37,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Summer,8,11,95,1070.59,205,4
Dorothy Rodriguez,+916450186760,dorothyrodriguez418@hotmail.com,325.26,1781.77,113583.37,11775.55,2090.86,3459.2,4754.98,4780.92,10394.89,0.0,0.0,0,2,2,6,0,0,4,0,0,0,758,Winter,2,9,77,1608.71,101,4
Riya Malhotra,+916507854194,riyamalhotra106@yahoo.com,836.12,1266.98,18850.94,6211.98,1582.43,1128.54,3282.32,8204.36,5542.22,0.0,0.0,0,0,1,11,0,13,0,0,7,0,655,Winter,5,9,65,3490.63,138,175
Akash Rodriguez,+916922354890,akashrodriguez811@outlook.com,148.62,2183.93,33097.25,2260.73,963.95,5325.65,5331.71,1592.72,6395.79,0.0,0.0,0,0,0,0,0,0,0,0,0,0,582,Winter,2,1,73,1057.77,161,31
Priya Lopez,+917608910685,priyalopez40@yahoo.com,395.45,2466.23,26987.56,3954.18,1530.59,1265.88,41754.82,3341.62,909.87,0.0,0.0,0,0,0,0,0,0,0,0,0,0,692,Monsoon,3,11,68,437.27,98,14
Michael Anderson,+916961445538,michaelanderson690@gmail.com,303.48,1438.13,64504.45,3475.22,2937.58,1329.49,5510.11,1332.4,3151.7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,653,Summer,5,6,83,305.59,157,12
Manoj Taylor,+917466175890,manojtaylor159@yahoo.com,485.51,1539.22,35088.85,8478.65,2162.89,1031.52,487.34,7402.19,1274.55,0.0,0.0,0,3,0,0,0,0,0,0,0,0,689,Winter,8,9,102,4898.04,201,2
Christopher Jackson,+919146883212,christopherjackson737@yahoo.com,285.4,3882.34,20026.92,6523.95,416.28,1678.58,2611.02,2914.64,369.45,0.0,0.0,0,0,2,0,0,5,1,0,0,0,751,Monsoon,10,7,135,550.81,219,53
Jessica Reddy,+916236384529,jessicareddy604@gmail.com,184.72,3652.0,85525.06,9622.09,3924.05,3055.54,1100.36,7286.74,7288.89,0.0,0.0,0,0,0,0,0,0,0,0,0,0,851,Monsoon,3,8,80,4981.48,249,38
Raj Chopra,+916266975111,rajchopra765@gmail.com,433.32,723.8,68491.07,2432.82,3716.95,869.45,5952.88,13508.49,7172.29,0.0,0.0,0,0,0,5,0,2,0,0,0,0,699,Spring,8,9,53,3050.16,197,14
Raj Yadav,+916570503541,rajyadav114@outlook.com,98.98,3641.71,27799.69,4106.43,3341.12,1637.59,4732.01,33794.35,4712.61,0.0,0.0,0,0,18,0,2,1,0,0,0,0,646,Spring,7,6,88,383.73,132,125
Lisa Smith,+917253335490,lisasmith671@yahoo.com,381.46,2927.16,36540.44,8449.59,2633.94,1670.13,4060.36,14425.23,918.78,0.0,0.0,0,0,0,0,0,0,0,0,0,0,744,Spring,9,5,83,1482.9,131,73
Aarav Nair,+916093486703,aaravnair613@hotmail.com,640.36,4399.13,54786.14,8155.15,3649.12,1200.68,7387.57,5828.93,11210.18,2379.41,115475.0,0,0,0,0,0,0,0,0,0,0,892,Winter,5,7,118,622.45,201,29
Sonia Martinez,+917086412951,soniamartinez724@example.com,740.93,2611.14,80767.94,10438.93,2538.86,3263.28,3772.69,2687.8,1636.48,4142.5,272500.44,0,0,0,0,0,0,0,0,0,0,860,Monsoon,6,10,104,981.27,177,19
Ashley Taylor,+919722868673,ashleytaylor31@hotmail.com,579.05,890.86,56226.81,9570.15,3767.12,1454.41,22262.1,27287.16,32174.42,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Monsoon,8,10,123,616.71,189,63
Christopher Pandey,+916485820587,christopherpandey698@example.com,273.53,2474.05,46503.47,3639.93,1892.79,1264.98,4539.01,2037.52,3285.02,1674.17,83834.49,1,0,0,0,0,0,0,0,0,0,728,Monsoon,5,7,81,275.32,179,39
Aditi Martinez,+917892027359,aditimartinez544@hotmail.com,88.55,1126.37,48253.54,18088.65,732.46,2045.86,3396.82,1769.37,12749.93,2277.63,72981.12,0,0,0,7,0,0,0,12,0,0,689,Monsoon,7,9,91,386.15,240,32
Vinod Johnson,+917068039291,vinodjohnson147@gmail.com,694.6,732.49,34520.15,14085.25,753.99,2106.1,10692.05,55832.55,3598.04,0.0,0.0,0,9,0,0,0,0,0,0,9,0,625,Spring,8,7,64,2273.59,218,101
Jessica Yadav,+919546646442,jessicayadav209@hotmail.com,110.77,2303.4,42608.07,8829.17,3093.43,5774.54,8912.41,768.43,12364.76,0.0,0.0,0,0,6,0,0,0,2,0,1,0,690,Summer,8,7,70,465.75,183,50
Daniel Jackson,+916705272542,danieljackson731@example.com,234.81,1722.23,37817.33,5490.63,909.18,2537.27,4524.43,4037.09,4286.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,808,Summer,3,9,82,1192.0,255,13
Amit Pandey,+918432264787,amitpandey474@hotmail.com,74.24,2377.05,91441.99,7135.54,1838.27,2711.48,17004.4,177319.69,2441.17,0.0,0.0,0,0,0,0,0,0,0,0,1,0,809,Winter,8,9,85,150.4,103,103
Arjun Reddy,+916506238784,arjunreddy931@hotmail.com,797.8,2667.6,53011.95,11687.15,1325.01,3227.26,24916.19,5770.26,4114.41,0.0,0.0,0,0,0,0,0,0,0,0,0,0,843,Winter,7,7,94,2951.56,216,103
Meera Yadav,+916388215214,meerayadav387@outlook.com,50.34,734.52,43199.32,5033.41,564.05,2811.37,5477.99,3140.4,2010.24,3486.96,211610.62,10,0,0,0,3,0,0,0,9,8,609,Spring,5,7,111,1071.13,187,29
Divya Martin,+918022316054,divyamartin578@example.com,73.46,3469.25,30331.77,9887.64,5107.3,1326.06,1557.25,10682.75,2082.16,0.0,0.0,0,0,0,6,0,0,0,0,0,0,793,Spring,10,15,102,1184.51,200,64
Arun Iyer,+918627867437,aruniyer117@yahoo.com,124.19,4969.59,48118.66,22945.75,816.46,660.64,18000.84,4001.52,861.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,808,Monsoon,5,7,43,3824.3,216,12
Preeti Gupta,+917235718808,preetigupta385@hotmail.com,831.12,2119.53,59604.31,1779.6,2011.46,2583.0,16702.01,18858.46,381.78,0.0,0.0,0,0,0,0,0,0,0,0,0,0,885,Summer,5,10,82,436.16,247,3
William Reddy,+917345634543,williamreddy293@gmail.com,557.71,2032.39,13814.72,3554.4,2151.04,2745.54,5546.26,5159.4,696.85,0.0,0.0,1,0,0,0,0,0,0,10,7,0,627,Monsoon,3,7,72,938.61,157,8
Divya Williams,+916323839519,divyawilliams161@outlook.com,110.61,3742.17,112573.48,3907.42,1432.38,3709.66,10463.42,5367.05,1828.35,1685.83,41879.21,0,0,0,0,3,0,0,0,0,0,695,Summer,6,5,98,1084.44,117,63
Jessica Martin,+917378611547,jessicamartin879@outlook.com,284.46,1239.42,39109.52,11808.07,4950.43,965.03,15134.35,2344.59,1866.34,868.61,48373.26,0,0,0,0,0,0,0,0,0,0,650,Spring,4,4,60,763.92,146,15
Arjun Jackson,+917459850450,arjunjackson186@example.com,88.63,2500.85,11817.84,13493.02,4623.42,835.28,4075.07,1989.82,3037.27,0.0,0.0,0,3,0,0,0,0,0,0,0,0,469,Monsoon,4,5,82,3420.82,116,37
Manoj Nair,+917902285227,manojnair289@yahoo.com,1411.88,4789.7,24667.99,11511.54,3298.67,1230.41,12489.67,3964.05,2756.77,0.0,0.0,1,0,0,0,2,0,0,0,0,0,797,Monsoon,6,12,67,356.24,271,74
Ravi Thomas,+917353132363,ravithomas230@outlook.com,382.28,1440.9,63063.74,21539.17,1269.3,4543.83,1339.16,2701.33,657.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,6,12,103,2366.0,164,32
Meera Johnson,+916109679319,meerajohnson169@outlook.com,575.87,2629.32,60652.94,8129.36,12667.14,2053.11,3459.3,2311.28,7714.6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,744,Monsoon,8,9,92,3439.95,234,3
Amanda Johnson,+917416121167,amandajohnson501@gmail.com,86.54,7310.29,100673.86,6788.5,2225.91,1051.11,9180.93,7180.62,1502.07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,8,12,90,2123.74,195,75
Karan Rodriguez,+917769704250,karanrodriguez935@hotmail.com,2022.85,1649.24,25590.91,5177.43,6354.64,985.45,1938.59,5236.23,1230.75,3379.77,212651.42,0,0,0,0,0,0,0,0,0,0,900,Monsoon,10,13,74,728.33,125,57
Emma Garcia,+918382560119,emmagarcia224@outlook.com,580.46,2416.43,94021.15,11227.75,15328.84,2464.91,25439.98,15897.55,4070.45,1046.44,68913.75,0,0,0,0,0,0,0,0,0,0,900,Winter,5,9,105,4327.2,225,30
Amit Reddy,+917176449697,amitreddy500@example.com,195.63,2956.68,40955.27,4773.86,1954.85,4481.74,9858.84,613.21,3002.15,2371.73,71696.33,0,0,6,0,0,0,0,0,0,0,641,Summer,8,6,56,366.62,173,1
Akash Bansal,+916972688680,akashbansal279@yahoo.com,428.34,2310.1,34106.91,31898.98,3098.43,6221.78,236.62,12642.62,3786.85,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Monsoon,11,10,107,488.16,248,13
Meera Brown,+916112861754,meerabrown427@outlook.com,3093.86,1943.46,48402.82,4252.12,1389.22,1156.43,6088.95,2814.3,566.18,0.0,0.0,0,0,0,1,0,0,0,0,0,0,788,Spring,5,13,97,626.23,290,53
Amanda Chopra,+917267577695,amandachopra699@hotmail.com,553.4,837.42,31865.62,11095.3,1837.6,1838.04,1698.82,1537.42,7699.72,0.0,0.0,0,0,0,0,0,11,0,0,0,0,735,Spring,6,11,76,456.14,162,17
Lisa Martinez,+916532287640,lisamartinez469@hotmail.com,111.84,1228.4,36816.15,11231.36,5326.71,2348.5,8818.92,5807.35,2148.66,0.0,0.0,0,0,0,0,0,0,0,0,0,0,834,Summer,5,9,107,834.01,181,4
Ashley Smith,+919674343521,ashleysmith333@yahoo.com,733.05,2123.57,91404.39,7125.38,5806.41,1767.11,9433.04,6550.75,5004.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,766,Summer,8,10,76,541.66,151,4
Vinod Agarwal,+918097265706,vinodagarwal934@outlook.com,700.32,3405.11,33221.19,8756.23,1665.1,534.92,27078.94,16114.61,21551.0,2344.74,115204.4,0,0,0,0,0,0,0,0,0,0,900,Spring,7,13,119,1424.23,255,204
Melissa Brown,+916880174638,melissabrown195@gmail.com,347.69,2051.62,52871.34,14383.27,1974.27,2231.02,29781.9,1226.48,1932.38,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Spring,5,13,57,1522.74,194,62
Richard Sharma,+918532221544,richardsharma127@gmail.com,424.58,2912.32,104596.23,10421.74,1511.68,997.05,8181.41,4076.7,3306.43,3481.73,289472.96,1,0,0,0,8,0,1,0,0,0,611,Spring,4,4,73,458.63,140,78
Michael Anderson,+917747874800,michaelanderson775@hotmail.com,104.71,3143.65,38229.59,6979.96,4024.66,3818.19,14701.81,12701.72,1993.18,0.0,0.0,0,0,0,1,0,0,0,0,0,0,763,Spring,8,11,86,661.12,213,34
Divya Jones,+919172630179,divyajones343@outlook.com,193.25,2659.09,14203.95,2185.67,1121.66,4073.57,4117.66,7629.07,551.51,1582.49,71122.35,0,0,0,0,0,1,0,0,0,0,614,Winter,8,7,78,509.46,204,21
William Shah,+916320944210,williamshah699@hotmail.com,69.17,884.38,31219.52,9098.2,1007.15,2131.09,6742.03,1963.57,2092.81,2194.89,176200.76,0,0,0,0,0,0,0,3,0,0,779,Spring,4,6,102,623.69,195,8
Nisha Anderson,+917377443629,nishaanderson464@gmail.com,230.21,5478.19,19730.72,3078.53,184.02,1865.68,5279.26,10906.74,49486.02,0.0,0.0,0,0,0,0,0,0,0,1,0,0,666,Winter,3,3,81,1916.76,179,30
Aditi Taylor,+919302888879,adititaylor619@yahoo.com,587.2,1122.64,41221.28,10779.26,9836.44,3289.64,7520.93,2767.28,2646.62,3053.87,84735.59,0,0,4,0,0,0,0,0,0,0,784,Spring,3,7,103,437.87,215,14
Riya Mishra,+919662317378,riyamishra417@outlook.com,533.77,885.8,57659.03,14082.68,4833.67,759.97,3951.29,4866.62,874.28,0.0,0.0,3,0,0,0,0,0,0,0,0,0,772,Summer,6,10,81,699.36,273,92
Vikram Brown,+919435535277,vikrambrown825@outlook.com,1234.54,4805.2,25338.26,9820.15,1736.48,2558.78,63962.14,8243.95,12407.55,1333.28,50501.2,0,0,0,0,0,2,0,0,0,0,785,Winter,4,3,130,960.26,187,12
Dorothy Johnson,+919765558475,dorothyjohnson786@yahoo.com,134.13,1473.77,20554.03,9880.4,10997.89,1477.85,9950.79,5392.56,1471.28,0.0,0.0,0,0,2,0,0,0,0,0,0,0,807,Winter,9,8,104,132.29,146,6
Akash Miller,+916504286002,akashmiller157@outlook.com,284.1,2142.86,21684.44,11539.46,7388.24,2555.68,4694.37,5607.49,318.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,805,Winter,6,4,106,539.18,251,10
Arun Verma,+916380638284,arunverma472@outlook.com,366.78,2784.47,29309.73,2575.05,2319.06,2374.43,9328.89,3171.85,716.4,7914.43,224750.88,0,11,0,0,0,0,0,0,4,0,714,Winter,6,10,104,234.6,109,48
Nisha Taylor,+918238607421,nishataylor855@outlook.com,703.65,3239.02,35122.72,3751.97,1796.06,891.32,4682.67,4607.68,1549.3,0.0,0.0,3,0,0,4,0,0,0,0,0,0,710,Monsoon,5,12,79,1167.03,164,33
Karan Iyer,+918060793499,karaniyer55@yahoo.com,754.28,3363.59,29294.55,3613.39,6080.8,3179.15,21591.09,3379.53,1697.33,0.0,0.0,0,0,0,0,0,0,1,0,0,0,780,Winter,7,11,87,1137.55,236,30
Akash Singh,+917506154522,akashsingh182@outlook.com,234.21,4191.51,45722.29,19573.0,8357.39,1315.78,4140.78,15200.9,1889.55,0.0,0.0,0,0,0,0,0,0,0,0,0,0,894,Monsoon,5,4,54,1483.3,188,97
Nisha Martin,+917776691231,nishamartin749@yahoo.com,547.07,3814.47,23420.93,3343.41,6608.65,557.67,4763.69,2380.39,486.05,2293.15,64723.38,0,0,0,3,0,1,0,0,3,0,550,Monsoon,6,3,54,625.85,138,71
Ananya Kumar,+919922077445,ananyakumar811@yahoo.com,424.64,3210.79,65096.74,42892.18,1744.8,4101.24,9913.84,4706.41,2464.38,0.0,0.0,0,0,0,0,0,0,0,0,0,0,863,Spring,6,9,136,1618.67,144,20
Karan Jain,+918143147759,karanjain189@example.com,105.18,1902.48,44242.99,2488.66,1788.24,642.14,6331.9,4106.72,1762.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,606,Summer,3,6,100,686.93,56,16
Karan Hernandez,+917975799423,karanhernandez573@gmail.com,387.81,1315.63,15975.19,17867.21,2543.34,1875.06,5614.17,2342.47,4527.93,466.31,9492.77,0,0,0,0,0,0,0,0,0,0,711,Spring,7,8,86,562.36,160,13
Aarav Nair,+918997717486,aaravnair904@gmail.com,800.75,8857.7,31779.51,9205.83,3158.22,1805.68,2461.3,7267.93,9118.77,618.4,31719.93,0,0,0,0,0,0,0,0,0,0,892,Summer,8,6,103,892.59,199,4
Deepak Thomas,+916469658608,deepakthomas806@yahoo.com,609.88,4112.55,40695.04,6706.75,2517.56,249.7,2609.81,771.47,8568.64,0.0,0.0,0,6,0,0,0,0,0,0,0,0,648,Spring,8,6,106,656.48,218,26
Ananya Malhotra,+917915954174,ananyamalhotra990@outlook.com,257.6,2493.57,58768.17,8748.45,6877.85,1865.5,3742.82,3305.78,1959.51,441.14,28533.7,0,0,0,0,0,0,0,0,0,0,891,Monsoon,3,5,94,3320.5,268,14
Vikram Verma,+918984699009,vikramverma26@yahoo.com,405.97,5489.83,37720.13,3761.81,958.13,706.51,5213.43,2445.53,1535.27,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Winter,11,11,83,1002.7,235,3
Kavya Davis,+918729406770,kavyadavis811@yahoo.com,1061.97,2627.85,43809.76,3632.05,2761.61,1068.76,2289.73,10423.01,974.56,2050.78,60521.48,0,0,0,0,0,0,0,0,0,0,822,Spring,5,12,106,562.99,250,131
Meera Nair,+917710607705,meeranair83@outlook.com,154.98,5938.85,33576.48,3223.49,5893.4,1107.52,14940.4,5048.58,11211.65,1035.31,23166.83,0,0,0,0,0,0,0,0,0,0,840,Winter,8,8,100,913.96,240,342
Sunita Davis,+919216301396,sunitadavis810@gmail.com,524.43,2057.54,10970.47,9831.08,3676.07,2401.32,33306.08,4052.82,6806.04,0.0,0.0,0,3,0,4,0,0,0,0,0,0,750,Spring,8,8,51,985.75,283,15
William Tiwari,+918131704092,williamtiwari114@yahoo.com,485.08,2419.35,30640.02,13243.07,1068.63,3036.8,2002.43,5644.89,1210.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,884,Summer,8,10,118,314.77,277,20
Lisa Pandey,+919642483394,lisapandey334@yahoo.com,618.46,4920.61,117317.68,21858.32,3729.67,1119.31,4395.79,1502.07,451.33,0.0,0.0,0,0,0,0,0,0,0,0,0,0,812,Winter,6,8,44,292.79,241,95
Sneha Nair,+917887909095,snehanair235@gmail.com,354.11,4067.99,90758.56,9486.0,6605.78,1763.63,26840.3,4668.32,6550.73,8087.85,188636.39,0,0,0,0,0,0,0,0,0,0,759,Summer,8,7,86,377.95,106,25
Sanjay Iyer,+918411570727,sanjayiyer977@gmail.com,273.67,4359.38,61159.94,4300.88,4449.55,4744.64,7967.68,1858.87,4813.44,0.0,0.0,0,0,0,0,0,0,0,0,0,0,797,Winter,10,6,107,1353.25,172,8
Sneha Wilson,+919339335029,snehawilson17@hotmail.com,309.05,2643.66,32443.47,3927.76,11348.92,1576.06,12431.23,2681.51,3241.25,17380.08,496446.12,0,0,0,1,3,0,0,0,0,0,756,Spring,8,6,93,187.33,208,2
Pooja Hernandez,+918064074478,poojahernandez52@yahoo.com,447.19,3119.88,36492.02,5343.09,5103.75,1133.12,17259.14,1768.58,115.5,0.0,0.0,0,4,0,0,2,1,0,0,0,0,726,Spring,2,9,82,1119.84,112,3
Ananya Verma,+918715353580,ananyaverma188@gmail.com,130.47,991.91,50111.97,5664.91,1647.59,3105.93,3104.38,5694.1,4927.43,0.0,0.0,0,0,0,0,0,0,0,0,0,0,763,Summer,7,7,82,414.38,305,34
Aditi Johnson,+918357877530,aditijohnson40@outlook.com,799.98,2229.74,29144.71,8432.03,3626.67,2604.96,14052.49,6425.05,37296.84,4616.6,105313.75,2,1,0,0,0,0,0,0,0,0,612,Monsoon,5,4,87,1703.38,120,8
Manoj Reddy,+917838330967,manojreddy426@hotmail.com,550.88,2668.3,41910.3,8712.93,2263.92,1560.2,8448.9,1213.5,1635.13,0.0,0.0,0,0,0,0,0,0,0,1,0,0,820,Spring,14,9,112,1058.85,168,28
Lisa Singh,+919708719972,lisasingh301@yahoo.com,223.08,2427.21,73338.98,20680.15,4599.96,704.05,7407.08,6226.65,3448.04,0.0,0.0,5,0,0,0,0,0,0,0,0,0,703,Winter,4,9,104,1231.73,180,10
Aarav Iyer,+918289701642,aaraviyer565@hotmail.com,167.49,1050.33,57846.1,4951.79,11906.68,770.15,6411.0,2710.41,5937.81,434.4,39542.22,4,0,0,5,0,0,0,1,0,0,567,Monsoon,6,3,49,1665.18,197,74
Rashmi Hernandez,+919844921189,rashmihernandez824@gmail.com,64.72,4598.46,35208.83,4473.39,1747.84,1091.63,34260.61,23798.51,3790.42,0.0,0.0,0,0,0,0,0,0,0,0,0,0,850,Spring,7,11,133,381.97,164,40
Manoj Smith,+916905507049,manojsmith856@hotmail.com,862.68,13341.47,18253.11,6132.94,10907.33,7926.6,1300.21,10250.68,1499.9,0.0,0.0,0,0,4,0,0,0,0,0,0,0,740,Spring,5,14,81,1553.91,229,33
Suresh Wilson,+917045047598,sureshwilson383@yahoo.com,2004.32,3074.79,16981.88,10439.22,13456.48,2222.03,25885.13,6798.32,1162.2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,746,Summer,4,6,103,1317.42,264,18
Daniel Malhotra,+918731868519,danielmalhotra78@outlook.com,148.99,1311.28,15333.93,7786.62,802.31,2385.33,2072.99,3309.76,1317.19,0.0,0.0,0,0,0,0,0,0,0,0,0,0,687,Summer,6,5,104,407.02,128,16
Jessica Joshi,+918973109452,jessicajoshi821@example.com,1019.84,2119.74,26287.02,16862.8,1847.36,590.92,3195.93,8854.28,295.73,570.62,53600.08,0,0,0,0,0,0,0,0,0,0,778,Summer,6,7,94,964.57,116,115
David Anderson,+916984394837,davidanderson34@yahoo.com,175.85,1820.07,19634.44,4822.27,2269.39,991.59,22208.87,7062.82,1992.07,0.0,0.0,1,0,0,0,0,0,0,2,0,0,708,Summer,6,7,113,1681.38,255,2
Arjun Yadav,+916337210709,arjunyadav809@yahoo.com,546.7,3076.0,46364.76,8599.51,4151.76,2163.84,3854.15,4050.74,793.07,0.0,0.0,0,0,0,0,0,0,0,2,0,0,782,Spring,8,10,104,1207.3,162,41
Karan Lopez,+916149347193,karanlopez686@hotmail.com,513.26,3068.85,39210.62,16038.35,3418.58,868.1,7079.18,749.27,2296.57,0.0,0.0,0,0,1,4,0,0,0,0,0,0,714,Winter,6,5,54,592.16,60,46
Ananya Jackson,+919471498029,ananyajackson549@hotmail.com,136.76,2607.77,21849.39,4449.91,761.26,787.98,2436.86,1819.74,454.25,0.0,0.0,0,0,0,0,0,0,0,0,0,0,735,Spring,5,8,85,363.01,151,48
Sunita Singh,+917632000968,sunitasingh763@yahoo.com,183.85,10744.27,22271.8,4680.73,3573.17,4621.66,5306.27,2958.43,1847.08,0.0,0.0,0,0,0,1,0,0,0,0,0,0,840,Summer,11,10,77,581.45,173,10
Nisha Joshi,+917080202165,nishajoshi411@hotmail.com,56.96,3214.74,40279.58,3154.91,1309.02,3158.43,17971.2,2703.42,1764.22,0.0,0.0,0,0,0,0,0,0,0,3,0,0,723,Spring,10,4,105,4848.83,274,35
William Martinez,+919884495532,williammartinez826@example.com,194.0,2910.86,56177.15,3477.82,11306.68,2542.9,58238.76,9512.48,6849.54,1008.61,30076.71,0,0,0,0,0,0,0,0,0,1,835,Summer,1,6,107,2471.59,173,56
James Smith,+918057301449,jamessmith656@hotmail.com,543.86,2078.07,61221.63,2844.97,2467.17,1150.46,2995.2,3245.56,1313.2,0.0,0.0,1,0,0,0,1,0,0,0,0,0,817,Monsoon,6,7,115,1052.43,215,86
David Davis,+917758201717,daviddavis970@yahoo.com,1029.75,2351.29,12530.54,14415.58,4953.85,2198.41,10173.63,16624.82,9554.26,0.0,0.0,0,0,0,0,0,0,0,0,0,0,734,Winter,8,9,121,207.75,252,0
Ananya Reddy,+919279176269,ananyareddy800@outlook.com,1693.36,2857.37,66246.24,4832.32,1964.82,2102.31,16455.04,4975.81,989.29,0.0,0.0,0,0,0,0,7,0,0,0,0,0,769,Winter,4,8,78,774.75,172,38
Daniel Smith,+916373441729,danielsmith569@gmail.com,155.19,2016.36,24327.85,6958.11,5277.63,1414.76,2800.16,2395.3,773.98,2551.5,246381.51,1,0,0,0,0,0,0,1,0,2,635,Winter,7,8,66,1584.2,186,85
Meera Gonzalez,+916288881953,meeragonzalez679@yahoo.com,189.17,2461.33,51305.51,4317.47,1456.02,1594.7,13321.48,2044.44,2164.38,0.0,0.0,0,0,2,0,0,0,0,0,0,0,841,Winter,9,7,89,326.82,130,20
Meera Thomas,+918951379779,meerathomas965@yahoo.com,532.6,2439.14,27333.26,23391.71,2166.21,2721.07,17574.36,21661.73,747.44,0.0,0.0,0,0,1,0,0,0,0,0,0,0,827,Summer,9,9,64,4555.3,177,10
Rohit Chopra,+916458008220,rohitchopra13@gmail.com,238.93,2007.49,32070.63,5491.19,4743.07,1952.76,1172.2,1393.6,1797.42,29846.43,1110773.21,1,0,0,0,0,0,0,0,5,0,709,Winter,7,8,51,112.73,220,41
Sunita Wilson,+916683692404,sunitawilson746@outlook.com,141.77,2905.56,65684.03,10850.44,5279.03,983.99,5145.7,13179.15,318.63,526.15,46371.04,0,0,0,0,0,0,0,1,0,0,719,Winter,4,6,61,855.41,28,37
Deborah Agarwal,+918970975003,deborahagarwal947@outlook.com,130.89,2597.7,46154.99,13747.97,4222.61,1444.65,1907.1,3640.48,2662.24,0.0,0.0,0,5,0,0,0,0,0,0,0,0,766,Spring,3,10,80,780.62,193,14
Preeti Smith,+918984095050,preetismith250@gmail.com,899.22,814.85,62580.51,15948.19,5172.83,1388.59,5081.48,2101.88,12966.27,0.0,0.0,0,0,0,0,0,5,0,3,0,0,722,Winter,3,6,78,661.62,145,25
Emma Reddy,+917952298424,emmareddy720@yahoo.com,104.24,1600.56,18884.76,6629.23,644.13,847.44,6695.22,1358.12,6337.2,0.0,0.0,0,0,0,1,0,0,0,5,9,0,632,Summer,3,4,112,658.14,70,59
Sonia Williams,+916201182023,soniawilliams789@yahoo.com,787.64,1664.14,31442.46,8632.27,11166.93,2202.73,2545.48,5379.55,3656.7,0.0,0.0,0,0,11,0,0,0,0,0,2,0,670,Spring,7,7,58,214.35,176,127
Thomas Gonzalez,+919053949925,thomasgonzalez37@gmail.com,193.19,1455.26,23539.48,14891.47,1434.78,312.37,5710.36,4460.82,1326.26,0.0,0.0,0,0,5,5,0,6,0,8,0,0,625,Summer,3,6,64,702.21,191,135
Sanjay Thomas,+916630994489,sanjaythomas87@outlook.com,786.64,1589.53,35469.3,18112.89,899.43,1451.54,26895.4,2604.07,3298.75,0.0,0.0,0,0,0,0,0,0,0,0,0,0,765,Spring,3,7,75,1641.14,181,7
Karan Singh,+919749776937,karansingh408@hotmail.com,175.66,655.29,19800.65,5382.41,2834.37,406.73,1352.49,5860.22,303.45,4279.08,126402.57,0,1,0,0,0,10,0,3,0,0,507,Monsoon,1,2,37,626.91,139,17
Christopher Reddy,+916168207272,christopherreddy472@yahoo.com,276.5,331.77,25374.07,3562.52,862.83,855.37,1260.79,12190.6,1392.03,0.0,0.0,0,0,0,0,0,0,0,0,2,0,568,Winter,5,3,67,447.21,159,3
Joseph Brown,+917687566071,josephbrown140@gmail.com,684.92,2760.19,26555.58,7000.98,1377.84,3175.99,6418.43,6637.43,13991.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,900,Monsoon,7,11,113,694.82,156,46
